date;bugs;reliability_rating;reliability_remediation_effort;security_rating;security_remediation_effort;vulnerabilities;code_smells;development_cost;effort_to_reach_maintainability_rating_a;new_sqale_debt_ratio;sqale_debt_ratio;sqale_index;sqale_rating;normalized_td;coverage;line_coverage;lines_to_cover;uncovered_lines;duplicated_blocks;duplicated_files;duplicated_lines;duplicated_lines_density;classes;comment_lines;comment_lines_density;directories;files;functions;lines;ncloc;ncloc_language_distribution;statements;class_complexity;cognitive_complexity;complexity;file_complexity;file_complexity_distribution;function_complexity;function_complexity_distribution;blocker_violations;confirmed_issues;critical_violations;false_positive_issues;info_violations;major_violations;minor_violations;open_issues;reopened_issues;violations;wont_fix_issues
17/11/2017;380;5;3116;5;3500;321;18230;6111150;0;0;3.5;214646;1;1.053710022;0;0;124905;124905;4957;116;17105;5.3;1908;44343;17.9;129;1184;20879;320302;203705;java=203705;105527;27.8;41607;53028;44.8;"0=362;5=200;10=188;20=126;30=151;60=54;90=103";2.5;"1=12664;2=4068;4=1325;6=563;8=296;10=197;12=535";152;0;1747;0;985;5467;10580;18931;0;18931;0
24/11/2017;380;5;3116;5;3500;321;18203;6167610;0;0;3.5;214533;1;1.043514425;0;0;124891;124891;4957;116;17105;5.3;1908;44345;17.7;129;1184;20880;322143;205587;java=205587;105510;27.8;41601;53023;44.8;"0=362;5=200;10=188;20=126;30=151;60=54;90=103";2.5;"1=12664;2=4069;4=1326;6=563;8=295;10=197;12=535";152;0;1747;0;985;5467;10553;18904;0;18904;0
1/12/2017;379;5;3111;5;3470;319;18183;6175440;0;0;3.5;214275;1;1.040937974;0;0;124843;124843;4953;115;17050;5.3;1908;44312;17.7;129;1184;20887;322229;205848;java=205848;105457;27.8;41536;53003;44.8;"0=362;5=200;10=189;20=125;30=153;60=52;90=103";2.5;"1=12670;2=4072;4=1326;6=563;8=294;10=197;12=534";151;0;1746;0;985;5455;10544;18881;0;18881;0
8/12/2017;376;5;3081;5;3440;317;18193;6186990;0;0;3.5;215319;1;1.044056965;0;0;124981;124981;4953;115;17050;5.3;1911;44406;17.7;129;1187;20931;322917;206233;java=206233;105539;27.8;41564;53070;44.7;"0=363;5=199;10=190;20=126;30=154;60=52;90=103";2.5;"1=12705;2=4068;4=1328;6=565;8=295;10=197;12=534";150;0;1795;0;985;5449;10507;18886;0;18886;0
15/12/2017;375;5;3076;5;3440;317;18158;6187890;0;0;3.5;215131;1;1.042993654;0;0;124996;124996;4953;115;17050;5.3;1912;44410;17.7;129;1187;20932;322968;206263;java=206263;105546;27.8;41573;53075;44.7;"0=363;5=199;10=190;20=126;30=154;60=52;90=103";2.5;"1=12705;2=4069;4=1327;6=565;8=295;10=198;12=534";110;0;1796;0;985;5449;10510;18850;0;18850;0
22/12/2017;373;5;3061;5;3440;317;18210;6192660;0;0;3.5;215381;1;1.043401382;0;0;125060;125060;4953;115;17050;5.3;1912;44683;17.8;129;1187;20974;323554;206422;java=206422;105604;27.8;41590;53134;44.8;"0=363;5=199;10=190;20=126;30=154;60=52;90=103";2.5;"1=12743;2=4070;4=1326;6=569;8=296;10=196;12=535";149;0;1794;0;994;5449;10514;18900;0;18900;0
29/12/2017;373;5;3061;5;3440;317;18213;6197400;0;0;3.5;215429;1;1.042835705;0;0;125165;125165;4953;115;17050;5.3;1912;44695;17.8;129;1187;20985;323744;206580;java=206580;105712;27.8;41646;53175;44.8;"0=363;5=199;10=190;20=126;30=154;60=52;90=103";2.5;"1=12746;2=4074;4=1328;6=569;8=297;10=196;12=536";149;0;1795;0;994;5452;10513;18903;0;18903;0
5/1/2018;380;5;3096;5;3440;317;18218;6202770;0;0;3.5;215398;1;1.041782945;0;0;125253;125253;4955;116;17121;5.3;1914;44767;17.8;130;1189;21007;324130;206759;java=206759;105786;27.8;41676;53216;44.8;"0=364;5=199;10=191;20=126;30=154;60=52;90=103";2.5;"1=12763;2=4080;4=1327;6=570;8=298;10=195;12=536";156;0;1797;0;995;5448;10519;18915;0;18915;0
12/1/2018;379;5;3091;5;3440;317;18291;6203790;0;0;3.5;217558;1;1.052056888;0;0;125274;125274;4953;114;17084;5.3;1914;44767;17.8;130;1189;21009;324173;206793;java=206793;105799;27.8;41681;53223;44.8;"0=364;5=199;10=191;20=126;30=154;60=52;90=103";2.5;"1=12760;2=4085;4=1327;6=570;8=298;10=195;12=536";155;0;1797;0;995;5448;10592;18987;0;18987;0
19/1/2018;379;5;3091;5;3440;317;18292;6204360;0;0;3.5;217559;1;1.05196507;0;0;125287;125287;4953;114;17084;5.3;1914;44767;17.8;130;1189;21010;324193;206812;java=206812;105812;27.8;41696;53232;44.8;"0=364;5=199;10=191;20=126;30=154;60=52;90=103";2.5;"1=12760;2=4085;4=1327;6=570;8=299;10=195;12=536";155;0;1797;0;995;5448;10593;18988;0;18988;0
26/1/2018;379;5;3091;5;3350;308;18302;6215310;0;0;3.5;217731;1;1.050941948;0;0;125341;125341;4953;114;17119;5.3;1915;44706;17.7;130;1190;21038;324601;207177;java=207177;105879;27.8;41699;53306;44.8;"0=364;5=200;10=191;20=126;30=153;60=53;90=103";2.5;"1=12775;2=4090;4=1328;6=572;8=297;10=196;12=538";155;0;1800;0;993;5458;10583;18989;0;18989;0
2/2/2018;377;5;3081;5;3350;308;18318;6219180;0;0;3.5;217911;1;1.051156262;0;0;125420;125420;4955;115;17122;5.3;1915;44735;17.7;130;1190;21055;324802;207306;java=207306;105933;27.9;41705;53341;44.8;"0=364;5=200;10=191;20=126;30=153;60=53;90=103";2.5;"1=12778;2=4099;4=1333;6=574;8=295;10=193;12=539";155;0;1796;0;996;5466;10590;19003;0;19003;0
9/2/2018;312;5;2751;5;3350;308;18315;6213540;0;0;3.5;217629;1;1.050748848;0;0;125230;125230;4951;113;17071;5.3;1920;44776;17.8;130;1191;21102;324757;207118;java=207118;105790;27.8;41462;53316;44.8;"0=364;5=200;10=192;20=126;30=153;60=52;90=104";2.5;"1=12813;2=4102;4=1337;6=579;8=294;10=191;12=536";155;0;1792;0;997;5398;10593;18935;0;18935;0
16/2/2018;312;5;2751;5;3350;308;18346;6235830;0;0;3.5;217697;1;1.047320084;0;0;125533;125533;4956;114;17123;5.3;1932;44893;17.8;131;1201;21171;326045;207861;java=207861;106032;27.7;41515;53424;44.5;"0=367;5=201;10=194;20=127;30=157;60=53;90=102";2.5;"1=12855;2=4115;4=1347;6=577;8=297;10=190;12=535";155;0;1796;0;996;5414;10605;18966;0;18966;0
23/2/2018;312;5;2751;5;3365;309;18321;6242370;0;0;3.5;217491;1;1.04523282;0;0;125593;125593;4949;113;17045;5.2;1939;45020;17.8;131;1209;21187;326627;208079;java=208079;106094;27.6;41563;53457;44.2;"0=373;5=201;10=194;20=129;30=157;60=53;90=102";2.5;"1=12855;2=4116;4=1350;6=576;8=298;10=191;12=535";155;0;1797;0;998;5417;10575;18942;0;18942;0
2/3/2018;313;5;2761;5;3335;307;18337;6249510;0;0;3.5;217555;1;1.044345877;0;0;125649;125649;4953;117;17248;5.3;1949;45135;17.8;133;1218;21250;327363;208317;java=208317;106107;27.4;41474;53494;43.9;"0=379;5=203;10=195;20=126;30=160;60=53;90=102";2.5;"1=12903;2=4128;4=1356;6=577;8=294;10=189;12=534";155;0;1794;0;997;5424;10587;18957;0;18957;0
9/3/2018;313;5;2761;5;3335;307;18367;6256740;0;0;3.6;226244;1;1.08480135;0;0;125682;125682;4947;115;17209;5.2;1951;45213;17.8;133;1220;21353;327825;208558;java=208558;106123;27.4;41391;53545;43.9;"0=381;5=202;10=193;20=129;30=160;60=53;90=102";2.4;"1=12988;2=4130;4=1354;6=580;8=294;10=188;12=532";155;0;1791;0;997;5448;10596;18987;0;18987;0
16/3/2018;313;5;2761;5;3335;307;18381;6279300;0;0;3.6;226329;1;1.081310019;0;0;126003;126003;4947;116;17321;5.2;1952;46274;18.1;133;1221;21553;330479;209310;java=209310;106423;27.6;41435;53785;44;"0=381;5=202;10=193;20=128;30=160;60=54;90=103";2.4;"1=13159;2=4158;4=1354;6=581;8=294;10=188;12=532";155;0;1791;0;997;5457;10601;19001;0;19001;0
23/3/2018;313;5;2761;5;3335;307;17665;6243870;0;0;3.5;220954;1;1.061620437;0;0;125727;125727;4949;118;17389;5.3;1955;46322;18.2;135;1223;21217;329080;208129;java=208129;106175;27.3;41453;53459;43.7;"0=382;5=202;10=193;20=128;30=162;60=53;90=103";2.5;"1=12821;2=4159;4=1355;6=581;8=294;10=188;12=532";155;0;1793;0;655;5074;10608;18285;0;18285;0
30/3/2018;313;5;2761;5;3335;307;17646;6248370;0;0;3.5;220615;1;1.059228247;0;0;125778;125778;4951;118;17456;5.3;1955;46301;18.2;135;1223;21245;329231;208279;java=208279;106214;27.4;41466;53500;43.7;"0=381;5=203;10=192;20=129;30=162;60=53;90=103";2.5;"1=12847;2=4159;4=1356;6=582;8=294;10=188;12=532";155;0;1792;0;658;5076;10585;18266;0;18266;0
6/4/2018;308;5;2736;5;3335;307;17613;6254160;0;0;3.5;220565;1;1.05800779;0;0;125901;125901;4952;118;17471;5.3;1955;46308;18.2;135;1223;21258;329501;208472;java=208472;106296;27.4;41455;53483;43.7;"0=381;5=203;10=194;20=128;30=161;60=53;90=103";2.5;"1=12853;2=4165;4=1361;6=580;8=293;10=189;12=530";155;0;1790;0;658;5080;10545;18228;0;18228;0
13/4/2018;308;5;2736;5;3345;308;17623;6259260;0;0;3.5;220681;1;1.057701709;0;0;126015;126015;4956;120;17525;5.3;1955;46374;18.2;135;1223;21269;329793;208642;java=208642;106384;27.4;41496;53528;43.8;"0=381;5=203;10=194;20=128;30=161;60=53;90=103";2.5;"1=12861;2=4165;4=1365;6=579;8=291;10=187;12=534";155;0;1792;0;657;5080;10555;18239;0;18239;0
20/4/2018;308;5;2736;5;3345;308;17639;6264510;0;0;3.5;220788;1;1.057327708;0;0;126121;126121;4958;121;17551;5.3;1956;46425;18.2;135;1223;21282;330079;208817;java=208817;106450;27.4;41543;53565;43.8;"0=381;5=203;10=194;20=128;30=161;60=52;90=104";2.5;"1=12869;2=4166;4=1366;6=580;8=291;10=186;12=536";155;0;1796;0;657;5083;10564;18255;0;18255;0
27/4/2018;309;5;2741;5;3345;308;17637;6265680;0;0;3.5;220778;1;1.057082392;0;0;126134;126134;4958;121;17551;5.3;1956;46470;18.2;135;1223;21290;330195;208856;java=208856;106466;27.4;41546;53576;43.8;"0=380;5=204;10=194;20=128;30=161;60=52;90=104";2.5;"1=12875;2=4168;4=1366;6=580;8=290;10=187;12=536";155;0;1796;0;657;5084;10562;18254;0;18254;0
4/5/2018;309;5;2741;5;3345;308;17639;6266430;0;0;3.5;220800;1;1.057061198;0;0;126151;126151;4958;121;17551;5.3;1956;46472;18.2;135;1223;21291;330228;208881;java=208881;106484;27.4;41566;53590;43.8;"0=380;5=204;10=194;20=128;30=161;60=52;90=104";2.5;"1=12875;2=4168;4=1366;6=581;8=290;10=187;12=536";155;0;1798;0;657;5084;10562;18256;0;18256;0
11/5/2018;309;5;2741;5;3345;308;17653;6269370;0;0;3.5;221011;1;1.057575163;0;0;126223;126223;4958;121;17551;5.3;1956;46520;18.2;135;1223;21298;330427;208979;java=208979;106566;27.4;41629;53626;43.8;"0=380;5=204;10=194;20=128;30=161;60=52;90=104";2.5;"1=12874;2=4174;4=1366;6=582;8=290;10=187;12=537";155;0;1799;0;657;5095;10564;18270;0;18270;0
18/5/2018;309;5;2741;5;3345;308;17661;6273270;0;0;3.5;221096;1;1.057324171;0;0;126223;126223;4956;119;17529;5.3;1960;46545;18.2;135;1223;21312;330629;209109;java=209109;106589;27.4;41681;53669;43.9;"0=380;5=204;10=194;20=128;30=160;60=53;90=104";2.5;"1=12880;2=4182;4=1365;6=583;8=289;10=188;12=537";156;0;1793;0;656;5100;10573;18278;0;18278;0
25/5/2018;309;5;2741;5;3345;308;17666;6277650;0;0;3.5;221098;1;1.056596019;0;0;126319;126319;4956;119;17529;5.3;1963;46499;18.2;135;1223;21334;330759;209255;java=209255;106669;27.4;41701;53711;43.9;"0=380;5=204;10=195;20=127;30=160;60=53;90=104";2.5;"1=12895;2=4186;4=1368;6=582;8=290;10=187;12=537";156;0;1791;0;655;5103;10578;18283;0;18283;0
1/6/2018;310;5;2751;5;3355;309;17667;6283410;0;0;3.5;221094;1;1.05560834;0;0;126479;126479;4956;119;17529;5.3;1964;46516;18.2;135;1224;21340;331011;209447;java=209447;106698;27.4;41713;53852;44;"0=381;5=204;10=195;20=127;30=160;60=53;90=104";2.5;"1=12899;2=4187;4=1368;6=582;8=290;10=187;12=538";156;0;1790;0;655;5104;10581;18286;0;18286;0
8/6/2018;309;5;2741;5;3345;308;17670;6281460;0;0;3.5;221152;1;1.056213046;0;0;126399;126399;4960;119;17627;5.3;1964;46527;18.2;135;1224;21344;330973;209382;java=209382;106697;27.4;41703;53774;43.9;"0=381;5=204;10=195;20=127;30=160;60=53;90=104";2.5;"1=12901;2=4190;4=1368;6=582;8=290;10=187;12=537";156;0;1790;0;655;5102;10584;18287;0;18287;0
15/6/2018;309;5;2741;5;3345;308;17673;6280920;0;0;3.5;221156;1;1.056322959;0;0;126385;126385;4960;119;17627;5.3;1964;46548;18.2;135;1224;21344;330984;209364;java=209364;106683;27.4;41683;53769;43.9;"0=381;5=204;10=195;20=127;30=160;60=53;90=104";2.5;"1=12900;2=4192;4=1367;6=582;8=290;10=187;12=537";156;0;1790;0;655;5105;10584;18290;0;18290;0
22/6/2018;309;5;2741;5;3345;308;17675;6281970;0;0;3.5;221191;1;1.056313545;0;0;126411;126411;4960;119;17627;5.3;1964;46565;18.2;135;1224;21345;331044;209399;java=209399;106703;27.4;41697;53776;43.9;"0=381;5=204;10=195;20=127;30=160;60=53;90=104";2.5;"1=12900;2=4193;4=1367;6=582;8=290;10=187;12=537";156;0;1790;0;656;5105;10585;18292;0;18292;0
29/6/2018;309;5;2741;5;3345;308;17676;6282690;0;0;3.5;221226;1;1.056359617;0;0;126414;126414;4960;119;17627;5.3;1965;46586;18.2;136;1225;21349;331129;209423;java=209423;106707;27.4;41698;53776;43.9;"0=382;5=204;10=195;20=127;30=160;60=53;90=104";2.5;"1=12905;2=4192;4=1368;6=581;8=290;10=187;12=537";156;0;1790;0;656;5106;10585;18293;0;18293;0
6/7/2018;308;5;2736;5;3345;308;17670;6283860;0;0;3.5;221233;1;1.056196351;0;0;126456;126456;4960;119;17627;5.3;1963;46587;18.2;135;1223;21353;331134;209462;java=209462;106737;27.4;41711;53788;44;"0=380;5=204;10=197;20=125;30=160;60=53;90=104";2.5;"1=12913;2=4188;4=1367;6=581;8=290;10=189;12=536";156;0;1790;0;656;5094;10590;18286;0;18286;0
13/7/2018;308;5;2736;5;3345;308;17665;6283890;0;0;3.5;221194;1;1.056005118;0;0;126453;126453;4960;119;17627;5.3;1963;46587;18.2;135;1223;21354;331140;209463;java=209463;106733;27.4;41707;53787;44;"0=380;5=204;10=197;20=125;30=160;60=53;90=104";2.5;"1=12914;2=4188;4=1367;6=581;8=290;10=189;12=536";156;0;1790;0;656;5091;10588;18281;0;18281;0
20/7/2018;308;5;2736;5;3345;308;17665;6283890;0;0;3.5;221194;1;1.056005118;0;0;126453;126453;4960;119;17627;5.3;1963;46587;18.2;135;1223;21354;331140;209463;java=209463;106733;27.4;41707;53787;44;"0=380;5=204;10=197;20=125;30=160;60=53;90=104";2.5;"1=12914;2=4188;4=1367;6=581;8=290;10=189;12=536";156;0;1790;0;656;5091;10588;18281;0;18281;0
27/7/2018;308;5;2736;5;3345;308;17666;6284430;0;0;3.5;221198;1;1.055933474;0;0;126461;126461;4960;119;17627;5.3;1963;46601;18.2;135;1223;21357;331184;209481;java=209481;106741;27.4;41709;53787;44;"0=380;5=204;10=197;20=125;30=160;60=53;90=104";2.5;"1=12914;2=4188;4=1367;6=581;8=290;10=189;12=536";156;0;1790;0;656;5091;10589;18282;0;18282;0
3/8/2018;308;5;2736;5;3345;308;17664;6285840;0;0;3.5;221202;1;1.055715704;0;0;126492;126492;4960;119;17627;5.3;1963;46607;18.2;135;1223;21360;331237;209528;java=209528;106773;27.4;41729;53799;44;"0=380;5=204;10=197;20=125;30=160;60=53;90=104";2.5;"1=12916;2=4188;4=1368;6=581;8=290;10=187;12=538";156;0;1790;0;656;5092;10586;18280;0;18280;0
10/8/2018;308;5;2736;5;3345;308;17670;6287940;0;0;3.5;221250;1;1.055592134;0;0;126531;126531;4960;119;17627;5.3;1964;46645;18.2;136;1224;21365;331386;209598;java=209598;106812;27.4;41759;53823;44;"0=381;5=204;10=197;20=125;30=160;60=53;90=104";2.5;"1=12919;2=4189;4=1370;6=580;8=290;10=186;12=539";156;0;1791;0;656;5096;10587;18286;0;18286;0
17/8/2018;308;5;2736;5;3345;308;17673;6290250;0;0;3.5;221267;1;1.055285561;0;0;126561;126561;4960;119;17627;5.3;1966;46658;18.2;136;1225;21377;331517;209675;java=209675;106840;27.4;41772;53850;44;"0=381;5=204;10=198;20=124;30=161;60=53;90=104";2.5;"1=12926;2=4192;4=1371;6=580;8=291;10=186;12=539";156;0;1791;0;658;5096;10588;18289;0;18289;0
24/8/2018;307;5;2731;5;3345;308;17598;6285870;0;0;3.5;220717;1;1.05339595;0;0;126442;126442;4958;118;17603;5.3;1966;46639;18.2;136;1225;21377;331358;209529;java=209529;106774;27.4;41677;53847;44;"0=381;5=204;10=198;20=124;30=161;60=53;90=104";2.5;"1=12928;2=4188;4=1372;6=581;8=291;10=187;12=538";155;0;1785;0;658;5080;10535;18213;0;18213;0
31/8/2018;305;5;2721;5;3345;308;17596;6285060;0;0;3.5;220707;1;1.053483976;0;0;126429;126429;4958;118;17603;5.3;1966;46640;18.2;136;1225;21378;331328;209502;java=209502;106765;27.4;41673;53840;44;"0=381;5=204;10=198;20=125;30=160;60=52;90=105";2.5;"1=12929;2=4188;4=1372;6=581;8=291;10=187;12=538";155;0;1785;0;658;5078;10533;18209;0;18209;0
7/9/2018;305;5;2721;5;3345;308;17600;6285570;0;0;3.5;220788;1;1.053785098;0;0;126439;126439;4963;118;17645;5.3;1966;46649;18.2;136;1225;21381;331359;209519;java=209519;106772;27.4;41671;53846;44;"0=381;5=204;10=198;20=125;30=160;60=52;90=105";2.5;"1=12931;2=4189;4=1372;6=581;8=291;10=187;12=538";155;0;1786;0;658;5078;10536;18213;0;18213;0
14/9/2018;305;5;2721;5;3345;308;17605;6290760;0;0;3.5;220855;1;1.053235221;0;0;126536;126536;4963;118;17649;5.3;1967;46674;18.2;136;1226;21392;331618;209692;java=209692;106824;27.4;41687;53869;43.9;"0=382;5=203;10=199;20=124;30=161;60=52;90=105";2.5;"1=12937;2=4191;4=1372;6=583;8=290;10=186;12=540";155;0;1787;0;660;5080;10536;18218;0;18218;0
21/9/2018;305;5;2721;5;3345;308;17607;6295020;0;0;3.5;220864;1;1.052565361;0;0;126585;126585;4963;118;17649;5.3;1973;46872;18.3;139;1232;21417;332185;209834;java=209834;106859;27.3;41694;53895;43.7;"0=387;5=203;10=200;20=124;30=161;60=52;90=105";2.5;"1=12961;2=4190;4=1372;6=583;8=290;10=186;12=540";155;0;1787;0;660;5080;10538;18220;0;18220;0
28/9/2018;305;5;2721;5;3345;308;17608;6295080;0;0;3.5;220879;1;1.052626813;0;0;126585;126585;4963;118;17649;5.3;1973;46872;18.3;139;1232;21417;332187;209836;java=209836;106859;27.3;41694;53895;43.7;"0=387;5=203;10=200;20=124;30=161;60=52;90=105";2.5;"1=12961;2=4190;4=1372;6=583;8=290;10=186;12=540";155;0;1789;0;660;5080;10537;18221;0;18221;0
5/10/2018;306;5;2726;5;3345;308;17608;6297240;0;0;3.5;220889;1;1.052313394;0;0;126634;126634;4963;118;17649;5.3;1973;46884;18.3;139;1232;21424;332282;209908;java=209908;106901;27.3;41711;53910;43.8;"0=387;5=203;10=200;20=124;30=160;60=53;90=105";2.5;"1=12968;2=4187;4=1373;6=582;8=291;10=187;12=540";155;0;1788;0;660;5082;10537;18222;0;18222;0
12/10/2018;307;5;2736;5;3375;311;17611;6305010;0;0;3.5;220954;1;1.05132585;0;0;126758;126758;4963;118;17649;5.3;1974;46904;18.2;139;1233;21437;332641;210167;java=210167;107003;27.3;41761;53948;43.8;"0=387;5=203;10=200;20=125;30=160;60=53;90=105";2.5;"1=12977;2=4189;4=1374;6=582;8=291;10=188;12=540";155;0;1790;0;660;5084;10540;18229;0;18229;0
19/10/2018;307;5;2736;5;3375;311;17615;6306930;0;0;3.5;220954;1;1.051005798;0;0;126797;126797;4963;118;17672;5.3;1975;46903;18.2;139;1233;21442;332721;210231;java=210231;107041;27.3;41744;53956;43.8;"0=387;5=203;10=200;20=124;30=161;60=53;90=105";2.5;"1=12978;2=4188;4=1379;6=581;8=292;10=187;12=541";155;0;1789;0;660;5084;10545;18233;0;18233;0
26/10/2018;307;5;2736;5;3375;311;17615;6307800;0;0;3.5;220954;1;1.050860839;0;0;126816;126816;4963;118;17672;5.3;1975;46910;18.2;139;1233;21444;332761;210260;java=210260;107058;27.3;41750;53961;43.8;"0=387;5=203;10=200;20=124;30=161;60=53;90=105";2.5;"1=12979;2=4189;4=1379;6=581;8=292;10=187;12=541";155;0;1789;0;660;5084;10545;18233;0;18233;0
2/11/2018;307;5;2736;5;3375;311;17614;6307890;0;0;3.5;220945;1;1.050803042;0;0;126806;126806;4963;118;17672;5.3;1976;46914;18.2;139;1234;21445;332791;210263;java=210263;107044;27.3;41743;53958;43.7;"0=387;5=203;10=201;20=124;30=161;60=53;90=105";2.5;"1=12980;2=4189;4=1380;6=580;8=293;10=186;12=541";155;0;1789;0;660;5083;10545;18232;0;18232;0
