date;bugs;reliability_remediation_effort;reliability_rating;vulnerabilities;security_remediation_effort;security_rating;code_smells;sqale_index;sqale_rating;development_cost;sqale_debt_ratio;new_sqale_debt_ratio;effort_to_reach_maintainability_rating_a;normalized_td;coverage;lines_to_cover;uncovered_lines;line_coverage;duplicated_lines;duplicated_blocks;duplicated_files;duplicated_lines_density;lines;ncloc;new_lines;ncloc_language_distribution;classes;files;directories;functions;statements;comment_lines;comment_lines_density;complexity;file_complexity;class_complexity;function_complexity;function_complexity_distribution;file_complexity_distribution;cognitive_complexity;violations;blocker_violations;critical_violations;major_violations;minor_violations;info_violations;false_positive_issues;wont_fix_issues;open_issues;reopened_issues;confirmed_issues
4/12/2006;22;140;5;8;120;2;209;2031;1;128910;1.6;0;0;0.472655341;0;2344;2344;0;346;10;7;2.8;12317;4297;;java=4297;57;54;4;536;1867;4496;51.1;1071;19.8;18.8;2;"1=329;2=139;4=34;6=15;8=4;10=3;12=4";"0=14;5=9;10=20;20=3;30=5;60=0;90=3";760;239;4;20;122;87;6;0;0;239;0;0
5/12/2006;22;140;5;7;105;2;209;2031;1;129000;1.6;0;0;0.472325581;0;2346;2346;0;346;10;7;2.8;12320;4300;;java=4300;57;54;4;536;1869;4496;51.1;1072;19.9;18.8;2;"1=329;2=139;4=34;6=15;8=4;10=3;12=4";"0=14;5=9;10=20;20=3;30=5;60=0;90=3";761;238;4;20;122;86;6;0;0;238;0;0
6/12/2006;22;140;5;7;105;2;211;2053;1;129660;1.6;0;0;0.475011569;0;2361;2361;0;346;10;7;2.8;12384;4322;;java=4322;58;54;4;540;1880;4532;51.2;1080;20;18.6;2;"1=330;2=141;4=35;6=15;8=4;10=3;12=4";"0=14;5=9;10=19;20=4;30=5;60=0;90=3";770;240;4;20;122;88;6;0;0;240;0;0
7/12/2006;19;115;5;7;105;2;211;2053;1;129720;1.6;0;0;0.474791859;0;2363;2363;0;346;10;7;2.8;12386;4324;;java=4324;58;54;4;540;1881;4532;51.2;1081;20;18.6;2;"1=329;2=142;4=35;6=15;8=4;10=3;12=4";"0=14;5=9;10=19;20=4;30=5;60=0;90=3";771;237;4;20;122;85;6;0;0;237;0;0
9/12/2006;19;115;5;7;105;2;211;2053;1;129720;1.6;0;0;0.474791859;0;2363;2363;0;346;10;7;2.8;12386;4324;;java=4324;58;54;4;540;1881;4532;51.2;1081;20;18.6;2;"1=329;2=142;4=35;6=15;8=4;10=3;12=4";"0=14;5=9;10=19;20=4;30=5;60=0;90=3";771;237;4;20;122;85;6;0;0;237;0;0
10/12/2006;21;125;5;7;105;2;212;2058;1;129810;1.6;555.555.555.555.556;0;0.475618211;0;2365;2365;0;346;10;7;2.8;12408;4327;;java=4327;58;54;4;541;1882;4546;51.2;1082;20;18.7;2;"1=330;2=142;4=35;6=15;8=4;10=3;12=4";"0=14;5=9;10=19;20=4;30=5;60=0;90=3";771;240;4;20;122;88;6;0;0;240;0;0
20/12/2006;21;125;5;7;105;2;212;2058;1;129810;1.6;0;0;0.475618211;0;2365;2365;0;346;10;7;2.8;12409;4327;;java=4327;58;54;4;541;1882;4547;51.2;1082;20;18.7;2;"1=330;2=142;4=35;6=15;8=4;10=3;12=4";"0=14;5=9;10=19;20=4;30=5;60=0;90=3";771;240;4;20;122;88;6;0;0;240;0;0
28/12/2006;21;125;5;7;105;2;212;2058;1;129810;1.6;0;0;0.475618211;0;2365;2365;0;346;10;7;2.8;12409;4327;;java=4327;58;54;4;541;1882;4547;51.2;1082;20;18.7;2;"1=330;2=142;4=35;6=15;8=4;10=3;12=4";"0=14;5=9;10=19;20=4;30=5;60=0;90=3";771;240;4;20;122;88;6;0;0;240;0;0
29/12/2006;21;125;5;7;105;2;218;2094;1;129990;1.6;151.515.151.515.152;0;0.483267944;0;2368;2368;0;346;10;7;2.8;12442;4333;;java=4333;58;54;4;542;1887;4573;51.3;1084;20.1;18.7;2;"1=331;2=142;4=34;6=16;8=4;10=3;12=4";"0=14;5=9;10=19;20=4;30=5;60=0;90=3";778;246;4;22;123;91;6;0;0;246;0;0
30/12/2006;21;125;5;7;105;2;219;2085;1;131340;1.6;0;0;0.476244861;0;2396;2396;0;346;10;7;2.8;12551;4378;;java=4378;58;54;4;549;1911;4607;51.3;1096;20.3;18.9;2;"1=336;2=142;4=36;6=16;8=4;10=3;12=4";"0=14;5=9;10=19;20=3;30=6;60=0;90=3";786;247;4;23;122;92;6;0;0;247;0;0
1/1/2007;21;125;5;7;105;2;218;2080;1;131340;1.6;0;0;0.475102787;0;2396;2396;0;346;10;7;2.8;12551;4378;;java=4378;58;54;4;549;1911;4607;51.3;1096;20.3;18.9;2;"1=336;2=142;4=36;6=16;8=4;10=3;12=4";"0=14;5=9;10=19;20=3;30=6;60=0;90=3";786;246;4;23;122;91;6;0;0;246;0;0
2/1/2007;21;125;5;7;105;2;218;2080;1;131340;1.6;0;0;0.475102787;0;2396;2396;0;346;10;7;2.8;12556;4378;;java=4378;58;54;4;549;1911;4612;51.3;1096;20.3;18.9;2;"1=336;2=142;4=36;6=16;8=4;10=3;12=4";"0=14;5=9;10=19;20=3;30=6;60=0;90=3";786;246;4;23;122;91;6;0;0;246;0;0
9/1/2007;21;125;5;7;105;2;218;2080;1;131340;1.6;0;0;0.475102787;0;2396;2396;0;346;10;7;2.8;12556;4378;;java=4378;58;54;4;549;1911;4612;51.3;1096;20.3;18.9;2;"1=336;2=142;4=36;6=16;8=4;10=3;12=4";"0=14;5=9;10=19;20=3;30=6;60=0;90=3";786;246;4;23;122;91;6;0;0;246;0;0
5/2/2007;21;125;5;7;105;2;218;2080;1;131340;1.6;0;0;0.475102787;0;2396;2396;0;346;10;7;2.8;12556;4378;;java=4378;58;54;4;549;1911;4612;51.3;1097;20.3;18.9;2;"1=336;2=142;4=36;6=16;8=4;10=3;12=4";"0=14;5=9;10=19;20=3;30=6;60=0;90=3";787;246;4;23;122;91;6;0;0;246;0;0
8/2/2007;21;125;5;7;105;2;219;2110;1;131340;1.6;0;0;0.481955231;0;2396;2396;0;346;10;7;2.8;12556;4378;;java=4378;58;54;4;549;1911;4612;51.3;1097;20.3;18.9;2;"1=336;2=142;4=36;6=16;8=4;10=3;12=4";"0=14;5=9;10=19;20=3;30=6;60=0;90=3";787;247;4;23;123;91;6;0;0;247;0;0
15/3/2007;21;125;5;7;105;2;227;2185;1;132120;1.7;112.280.701.754.386;0;0.496139873;0;2409;2409;0;346;10;7;2.7;12708;4404;;java=4404;59;55;4;556;1918;4689;51.6;1104;20.1;18.7;2;"1=343;2=142;4=36;6=16;8=4;10=3;12=4";"0=14;5=10;10=19;20=3;30=6;60=0;90=3";787;255;4;23;124;91;13;0;0;255;0;0
16/3/2007;21;125;5;7;105;2;228;2190;1;132300;1.7;757.575.757.575.758;0;0.496598639;0;2411;2411;0;346;10;7;2.7;12725;4410;;java=4410;59;55;4;557;1919;4695;51.6;1105;20.1;18.7;2;"1=344;2=142;4=36;6=16;8=4;10=3;12=4";"0=14;5=10;10=19;20=3;30=6;60=0;90=3";787;256;4;24;124;91;13;0;0;256;0;0
19/5/2007;18;110;5;7;105;2;169;2002;1;135720;1.5;0;0;0.442528736;0;2491;2491;0;376;12;9;2.9;12908;4524;;java=4524;59;55;4;568;1995;4717;51;1140;20.7;19.3;2;"1=345;2=146;4=42;6=16;8=4;10=3;12=4";"0=13;5=9;10=17;20=7;30=6;60=0;90=3";833;194;4;24;64;89;13;0;0;194;0;0
23/5/2007;18;110;5;7;105;2;169;2002;1;135870;1.5;0;0;0.442040185;0;2494;2494;0;376;12;9;2.9;12917;4529;;java=4529;59;55;4;569;1997;4719;51;1141;20.7;19.3;2;"1=346;2=146;4=42;6=16;8=4;10=3;12=4";"0=13;5=9;10=17;20=7;30=6;60=0;90=3";833;194;4;24;64;89;13;0;0;194;0;0
3/7/2007;18;110;5;7;105;2;168;1997;1;135690;1.5;133.333.333.333.333;0;0.441521114;0;2492;2492;0;376;12;9;2.9;12900;4523;;java=4523;59;55;4;568;1996;4713;51;1140;20.7;19.3;2;"1=345;2=146;4=42;6=16;8=4;10=3;12=4";"0=13;5=9;10=17;20=7;30=6;60=0;90=3";833;193;4;23;64;89;13;0;0;193;0;0
4/7/2007;18;110;5;7;105;2;168;1997;1;135690;1.5;0;0;0.441521114;0;2492;2492;0;376;12;9;2.9;12902;4523;;java=4523;59;55;4;568;1996;4714;51;1140;20.7;19.3;2;"1=345;2=146;4=42;6=16;8=4;10=3;12=4";"0=13;5=9;10=17;20=7;30=6;60=0;90=3";833;193;4;23;64;89;13;0;0;193;0;0
30/7/2007;18;110;5;7;105;2;168;1997;1;135690;1.5;0;0;0.441521114;0;2492;2492;0;376;12;9;2.9;12902;4523;;java=4523;59;55;4;568;1996;4714;51;1140;20.7;19.3;2;"1=345;2=146;4=42;6=16;8=4;10=3;12=4";"0=13;5=9;10=17;20=7;30=6;60=0;90=3";833;193;4;23;64;89;13;0;0;193;0;0
13/10/2007;18;110;5;7;105;2;169;2007;1;138090;1.5;0;0;0.436019987;0;2538;2538;0;376;12;9;2.9;13165;4603;;java=4603;60;56;4;582;2029;4812;51.1;1168;20.9;19.5;2;"1=349;2=155;4=42;6=17;8=4;10=3;12=4";"0=13;5=9;10=16;20=9;30=6;60=0;90=3";848;194;4;24;64;89;13;0;0;194;0;0
14/10/2007;18;110;5;7;105;2;170;2037;1;141090;1.4;0;0;0.433127791;0;2581;2581;0;376;12;9;2.8;13580;4703;;java=4703;66;62;4;597;2064;4928;51.2;1189;19.2;18;2;"1=358;2=161;4=42;6=17;8=4;10=3;12=4";"0=17;5=11;10=16;20=9;30=6;60=0;90=3";854;195;4;24;64;90;13;0;0;195;0;0
16/10/2007;18;110;5;7;105;2;171;2039;1;141270;1.4;0;0;0.433000637;0;2586;2586;0;376;12;9;2.8;13585;4709;;java=4709;66;62;4;596;2067;4928;51.1;1189;19.2;18;2;"1=356;2=162;4=42;6=17;8=4;10=3;12=4";"0=17;5=10;10=17;20=9;30=6;60=0;90=3";855;196;4;24;64;91;13;0;0;196;0;0
21/10/2007;18;110;5;7;105;2;171;2039;1;141750;1.4;0;0;0.431534392;0;2595;2595;0;376;12;9;2.8;13633;4725;;java=4725;66;62;4;597;2075;4945;51.1;1192;19.2;18.1;2;"1=355;2=164;4=42;6=17;8=4;10=3;12=4";"0=17;5=10;10=17;20=9;30=6;60=0;90=3";857;196;4;24;64;91;13;0;0;196;0;0
25/10/2007;18;110;5;7;105;2;175;2159;1;142350;1.5;0;0;0.455005269;0;2595;2595;0;376;12;9;2.8;13659;4745;;java=4745;66;62;4;597;2075;4951;51.1;1192;19.2;18.1;2;"1=355;2=164;4=42;6=17;8=4;10=3;12=4";"0=17;5=10;10=17;20=9;30=6;60=0;90=3";857;200;4;28;64;91;13;0;0;200;0;0
31/10/2007;18;110;5;7;105;2;174;2157;1;142320;1.5;0;0;0.454679595;0;2595;2595;0;376;12;9;2.8;13658;4744;;java=4744;66;62;4;597;2075;4951;51.1;1192;19.2;18.1;2;"1=355;2=164;4=42;6=17;8=4;10=3;12=4";"0=17;5=10;10=17;20=9;30=6;60=0;90=3";857;199;4;28;64;90;13;0;0;199;0;0
2/11/2007;18;110;5;7;105;2;173;2155;1;142380;1.5;0;0;0.454066582;0;2595;2595;0;376;12;9;2.8;13660;4746;;java=4746;66;62;4;597;2077;4951;51.1;1192;19.2;18.1;2;"1=361;2=158;4=42;6=17;8=4;10=3;12=4";"0=17;5=10;10=17;20=9;30=6;60=0;90=3";857;198;4;28;64;89;13;0;0;198;0;0
8/11/2007;18;110;5;7;105;2;173;2155;1;142380;1.5;0;0;0.454066582;0;2595;2595;0;376;12;9;2.8;13660;4746;;java=4746;66;62;4;597;2077;4951;51.1;1192;19.2;18.1;2;"1=361;2=158;4=42;6=17;8=4;10=3;12=4";"0=17;5=10;10=17;20=9;30=6;60=0;90=3";857;198;4;28;64;89;13;0;0;198;0;0
21/11/2007;18;110;5;7;105;2;175;2159;1;142260;1.5;0;0;0.455293125;0;2591;2591;0;376;12;9;2.8;13658;4742;;java=4742;66;62;4;597;2075;4953;51.1;1192;19.2;18.1;2;"1=361;2=158;4=42;6=17;8=4;10=3;12=4";"0=17;5=10;10=17;20=9;30=6;60=0;90=3";857;200;4;28;64;91;13;0;0;200;0;0
7/12/2007;18;110;5;7;105;2;175;2159;1;142560;1.5;0;0;0.454335017;0;2598;2598;0;376;12;9;2.7;13696;4752;;java=4752;66;62;4;598;2078;4965;51.1;1196;19.3;18.1;2;"1=361;2=158;4=43;6=17;8=4;10=3;12=4";"0=17;5=10;10=16;20=10;30=6;60=0;90=3";860;200;4;28;64;91;13;0;0;200;0;0
22/12/2007;18;110;5;7;105;2;175;2159;1;142830;1.5;0;0;0.45347616;0;2601;2601;0;376;12;9;2.7;13752;4761;;java=4761;67;63;4;599;2080;4978;51.1;1197;19;17.9;2;"1=362;2=158;4=43;6=17;8=4;10=3;12=4";"0=18;5=10;10=16;20=10;30=6;60=0;90=3";860;200;4;28;64;91;13;0;0;200;0;0
23/12/2007;18;110;5;7;105;2;175;2159;1;142950;1.5;0;0;0.453095488;0;2604;2604;0;376;12;9;2.7;13774;4765;;java=4765;67;63;4;600;2082;4988;51.1;1199;19;17.9;2;"1=362;2=159;4=43;6=17;8=4;10=3;12=4";"0=18;5=10;10=16;20=10;30=6;60=0;90=3";861;200;4;28;64;91;13;0;0;200;0;0
4/1/2008;18;110;5;7;105;2;175;2159;1;142980;1.5;0;0;0.45300042;0;2605;2605;0;376;12;9;2.7;13776;4766;;java=4766;67;63;4;600;2083;4989;51.1;1199;19;17.9;2;"1=362;2=159;4=43;6=17;8=4;10=3;12=4";"0=18;5=10;10=16;20=10;30=6;60=0;90=3";862;200;4;28;64;91;13;0;0;200;0;0
5/1/2008;18;110;5;7;105;2;176;2179;1;143100;1.5;166.666.666.666.667;0;0.456813417;0;2608;2608;0;376;12;9;2.7;13786;4770;;java=4770;67;63;4;601;2085;4992;51.1;1200;19;17.9;2;"1=363;2=159;4=43;6=17;8=4;10=3;12=4";"0=18;5=10;10=16;20=10;30=6;60=0;90=3";862;201;4;29;64;91;13;0;0;201;0;0
6/1/2008;18;110;5;7;105;2;178;2217;1;145620;1.5;0;0;0.456736712;0;2657;2657;0;376;12;9;2.7;13959;4854;;java=4854;68;64;4;610;2126;5023;50.9;1225;19.1;18;2;"1=368;2=162;4=43;6=17;8=3;10=5;12=4";"0=18;5=10;10=17;20=10;30=6;60=0;90=3";885;203;4;31;64;91;13;0;0;203;0;0
7/1/2008;18;110;5;7;105;2;187;2303;1;151920;1.5;214.285.714.285.714;0;0.454778831;0;2769;2769;0;376;12;9;2.5;14779;5064;;java=5064;75;71;5;630;2198;5348;51.4;1265;17.8;16.9;2;"1=380;2=169;4=43;6=17;8=4;10=4;12=5";"0=24;5=10;10=18;20=10;30=6;60=0;90=3";915;212;10;32;66;91;13;0;0;212;0;0
8/1/2008;18;110;5;7;105;2;187;2351;1;155190;1.5;0;0;0.454475159;0;2843;2843;0;376;12;9;2.5;14956;5173;;java=5173;75;71;5;635;2263;5395;51.1;1301;18.3;17.3;2;"1=380;2=169;4=44;6=19;8=6;10=4;12=5";"0=24;5=10;10=18;20=10;30=6;60=0;90=3";949;212;10;32;66;91;13;0;0;212;0;0
9/1/2008;19;115;5;7;105;2;192;2411;1;158520;1.5;0;0;0.456283119;0;2912;2912;0;488;15;10;3.1;15550;5284;;java=5284;76;72;5;655;2310;5666;51.7;1327;18.4;17.5;2;"1=399;2=169;4=44;6=20;8=6;10=4;12=5";"0=24;5=10;10=18;20=11;30=6;60=0;90=3";960;218;12;32;68;93;13;0;0;218;0;0
10/1/2008;19;115;5;7;105;2;192;2411;1;158520;1.5;0;0;0.456283119;0;2912;2912;0;488;15;10;3.1;15550;5284;;java=5284;76;72;5;655;2310;5666;51.7;1327;18.4;17.5;2;"1=399;2=169;4=44;6=20;8=6;10=4;12=5";"0=24;5=10;10=18;20=11;30=6;60=0;90=3";960;218;12;32;68;93;13;0;0;218;0;0
11/1/2008;19;115;5;7;105;2;192;2411;1;158520;1.5;0;0;0.456283119;0;2912;2912;0;488;15;10;3.1;15550;5284;;java=5284;76;72;5;655;2310;5666;51.7;1327;18.4;17.5;2;"1=399;2=169;4=44;6=20;8=6;10=4;12=5";"0=24;5=10;10=18;20=11;30=6;60=0;90=3";960;218;12;32;68;93;13;0;0;218;0;0
14/1/2008;19;115;5;7;105;2;192;2411;1;158520;1.5;0;0;0.456283119;0;2912;2912;0;488;15;10;3.1;15556;5284;;java=5284;76;72;5;655;2310;5671;51.8;1327;18.4;17.5;2;"1=399;2=169;4=44;6=20;8=6;10=4;12=5";"0=24;5=10;10=18;20=11;30=6;60=0;90=3";960;218;12;32;68;93;13;0;0;218;0;0
18/1/2008;19;115;5;7;105;2;192;2411;1;158520;1.5;0;0;0.456283119;0;2912;2912;0;488;15;10;3.1;15556;5284;;java=5284;76;72;5;655;2310;5671;51.8;1327;18.4;17.5;2;"1=399;2=169;4=44;6=20;8=6;10=4;12=5";"0=24;5=10;10=18;20=11;30=6;60=0;90=3";960;218;12;32;68;93;13;0;0;218;0;0
6/2/2008;19;115;5;7;105;2;192;2411;1;158520;1.5;0;0;0.456283119;0;2912;2912;0;488;15;10;3.1;15556;5284;;java=5284;76;72;5;655;2310;5671;51.8;1327;18.4;17.5;2;"1=399;2=169;4=44;6=20;8=6;10=4;12=5";"0=24;5=10;10=18;20=11;30=6;60=0;90=3";960;218;12;32;68;93;13;0;0;218;0;0
7/2/2008;21;125;5;7;105;2;274;2588;1;161070;1.6;133.333.333.333.333;0;0.482026448;0;2947;2947;0;488;15;10;3.1;15887;5369;;java=5369;77;73;5;679;2336;5807;52;1360;18.6;17.7;2;"1=414;2=178;4=44;6=20;8=6;10=4;12=5";"0=24;5=8;10=21;20=11;30=6;60=0;90=3";970;302;14;32;145;95;16;0;0;302;0;0
8/2/2008;21;125;5;7;105;2;274;2588;1;161070;1.6;0;0;0.482026448;0;2947;2947;0;488;15;10;3.1;15887;5369;;java=5369;77;73;5;679;2336;5807;52;1360;18.6;17.7;2;"1=414;2=178;4=44;6=20;8=6;10=4;12=5";"0=24;5=8;10=21;20=11;30=6;60=0;90=3";970;302;14;32;145;95;16;0;0;302;0;0
9/2/2008;21;125;5;7;105;2;272;2581;1;161070;1.6;0;0;0.480722667;0;2947;2947;0;488;15;10;3.1;15887;5369;;java=5369;77;73;5;679;2335;5807;52;1360;18.6;17.7;2;"1=414;2=178;4=44;6=20;8=6;10=4;12=5";"0=24;5=8;10=21;20=11;30=6;60=0;90=3";970;300;14;32;145;93;16;0;0;300;0;0
10/2/2008;21;125;5;7;105;2;272;2581;1;159930;1.6;930.232.558.139.535;0;0.484149315;0;2938;2938;0;488;15;10;3.1;15976;5331;;java=5331;77;73;5;680;2326;5925;52.6;1357;18.6;17.6;2;"1=416;2=178;4=43;6=20;8=6;10=4;12=5";"0=24;5=8;10=21;20=11;30=6;60=0;90=3";958;300;14;32;145;93;16;0;0;300;0;0
12/2/2008;21;125;5;7;105;2;272;2581;1;159930;1.6;0;0;0.484149315;0;2938;2938;0;488;15;10;3.1;15976;5331;;java=5331;77;73;5;680;2326;5925;52.6;1357;18.6;17.6;2;"1=416;2=178;4=43;6=20;8=6;10=4;12=5";"0=24;5=8;10=21;20=11;30=6;60=0;90=3";958;300;14;32;145;93;16;0;0;300;0;0
8/3/2008;21;125;5;7;105;2;272;2581;1;161100;1.6;0;0;0.480633147;0;2947;2947;0;488;15;10;3.1;15888;5370;;java=5370;77;73;5;679;2335;5807;52;1360;18.6;17.7;2;"1=414;2=178;4=44;6=20;8=6;10=4;12=5";"0=24;5=8;10=21;20=11;30=6;60=0;90=3";970;300;14;32;145;93;16;0;0;300;0;0
7/4/2008;23;155;5;7;105;2;293;2826;1;172590;1.6;193.298.969.072.165;0;0.491221971;0;3171;3171;0;488;15;10;2.9;16965;5753;;java=5753;82;78;6;747;2502;6107;51.5;1470;18.8;17.9;1.9;"1=452;2=193;4=49;6=21;8=7;10=4;12=5";"0=25;5=9;10=21;20=13;30=7;60=0;90=3";1043;323;14;43;156;94;16;0;0;323;0;0
8/4/2008;23;155;5;7;105;2;293;2826;1;172590;1.6;0;0;0.491221971;0;3171;3171;0;488;15;10;2.9;16965;5753;;java=5753;82;78;6;747;2502;6108;51.5;1470;18.8;17.9;1.9;"1=452;2=193;4=49;6=21;8=7;10=4;12=5";"0=25;5=9;10=21;20=13;30=7;60=0;90=3";1043;323;14;43;156;94;16;0;0;323;0;0
9/4/2008;23;155;5;7;105;2;295;2856;1;172740;1.7;416.666.666.666.667;0;0.496005557;0;3175;3175;0;488;15;10;2.9;16973;5758;;java=5758;82;78;6;747;2507;6109;51.5;1470;18.8;17.9;1.9;"1=452;2=193;4=49;6=21;8=7;10=4;12=5";"0=25;5=9;10=21;20=13;30=7;60=0;90=3";1045;325;14;44;156;95;16;0;0;325;0;0
11/4/2008;23;155;5;7;105;2;294;2841;1;172740;1.6;0;0;0.493400486;0;3175;3175;0;488;15;10;2.9;16973;5758;;java=5758;82;78;6;747;2507;6109;51.5;1470;18.8;17.9;1.9;"1=452;2=193;4=49;6=21;8=7;10=4;12=5";"0=25;5=9;10=21;20=13;30=7;60=0;90=3";1045;324;14;44;156;94;16;0;0;324;0;0
18/4/2008;23;155;5;7;105;2;294;2841;1;172740;1.6;0;0;0.493400486;0;3175;3175;0;488;15;10;2.9;16973;5758;;java=5758;82;78;6;747;2507;6109;51.5;1470;18.8;17.9;1.9;"1=452;2=193;4=49;6=21;8=7;10=4;12=5";"0=25;5=9;10=21;20=13;30=7;60=0;90=3";1045;324;14;44;156;94;16;0;0;324;0;0
23/4/2008;23;155;5;7;105;2;294;2841;1;172740;1.6;0;0;0.493400486;0;3175;3175;0;488;15;10;2.9;16973;5758;;java=5758;82;78;6;747;2507;6109;51.5;1470;18.8;17.9;1.9;"1=452;2=193;4=49;6=21;8=7;10=4;12=5";"0=25;5=9;10=21;20=13;30=7;60=0;90=3";1045;324;14;44;156;94;16;0;0;324;0;0
26/4/2008;23;155;5;7;105;2;294;2841;1;172740;1.6;0;0;0.493400486;0;3175;3175;0;488;15;10;2.9;16973;5758;;java=5758;82;78;6;747;2507;6109;51.5;1470;18.8;17.9;1.9;"1=452;2=193;4=49;6=21;8=7;10=4;12=5";"0=25;5=9;10=21;20=13;30=7;60=0;90=3";1045;324;14;44;156;94;16;0;0;324;0;0
22/5/2008;23;155;5;7;105;2;294;2841;1;172740;1.6;0;0;0.493400486;0;3175;3175;0;488;15;10;2.9;16973;5758;;java=5758;82;78;6;747;2507;6109;51.5;1470;18.8;17.9;1.9;"1=452;2=193;4=49;6=21;8=7;10=4;12=5";"0=25;5=9;10=21;20=13;30=7;60=0;90=3";1045;324;14;44;156;94;16;0;0;324;0;0
25/5/2008;23;155;5;7;105;2;200;2371;1;178290;1.3;0;0;0.398956756;0;3175;3175;0;548;15;10;3.2;17158;5943;;java=5943;82;78;6;747;2507;6109;50.7;1470;18.8;17.9;1.9;"1=452;2=193;4=49;6=21;8=7;10=4;12=5";"0=25;5=9;10=21;20=13;30=7;60=0;90=3";1045;230;14;44;62;94;16;0;0;230;0;0
31/5/2008;23;155;5;7;105;2;200;2371;1;178470;1.3;0;0;0.398554379;0;3177;3177;0;548;15;10;3.2;17174;5949;;java=5949;82;78;6;747;2510;6119;50.7;1471;18.9;17.9;1.9;"1=452;2=192;4=50;6=21;8=7;10=4;12=5";"0=25;5=9;10=21;20=13;30=7;60=0;90=3";1049;230;14;44;62;94;16;0;0;230;0;0
12/9/2008;23;155;5;7;105;2;201;2373;1;179100;1.3;0;0;0.397487437;0;3189;3189;0;548;15;10;3.2;17208;5970;;java=5970;82;78;6;748;2522;6127;50.6;1477;18.9;18;2;"1=452;2=191;4=52;6=21;8=7;10=4;12=5";"0=25;5=9;10=21;20=13;30=7;60=0;90=3";1056;231;14;44;62;95;16;0;0;231;0;0
30/11/2008;23;155;5;7;105;2;202;2393;1;180420;1.3;0;0;0.397904889;0;3205;3205;0;548;15;10;3.2;17345;6014;;java=6014;83;79;6;757;2538;6162;50.6;1489;18.8;17.9;1.9;"1=459;2=193;4=51;6=22;8=7;10=4;12=5";"0=22;5=13;10=21;20=13;30=7;60=0;90=3";1058;232;14;44;63;95;16;0;0;232;0;0
1/12/2008;23;155;5;7;105;2;205;2433;1;184590;1.3;0;0;0.39541687;0;3280;3280;0;548;15;10;3.1;17709;6153;;java=6153;86;82;6;771;2602;6265;50.5;1526;18.6;17.7;2;"1=463;2=201;4=52;6=23;8=7;10=4;12=5";"0=23;5=13;10=22;20=14;30=7;60=0;90=3";1088;235;16;45;63;95;16;0;0;235;0;0
